NameMovie,EnNameMovie,Year,Rating_runtime,IMDbRating,CustomerRating,Populary,Genre,Decribe,Director,Writter_Star,User_reviews,CriticReviews_Metascore
Đấu Trường Sinh Tử,The Hunger Games,2012,(Banned)(Banned)2h 22m,7.2/10,904K,232,ActionAdventureSci-Fi,Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games: a televised competition in which two teenagers from each of the twelve Districts of Panem are chosen at random to fight to the death.,Gary Ross,WritersGary Ross(screenplay)Suzanne Collins(screenplay)Billy Ray(screenplay)StarsJennifer LawrenceJosh HutchersonLiam Hemsworth,2.1K,437 68
Trận Đấu Cuối Cùng,The Last Duel,2021,RR2h 32m,7.4/10,145K,240,ActionDramaHistory,King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire by challenging him to a duel.,Ridley Scott,WritersNicole Holofcener(screenplay by)Ben Affleck(screenplay by)Matt Damon(screenplay by)StarsMatt DamonAdam DriverJodie Comer,1.1K,268 67
Dị Biệt: Những Kẻ Bất Trị,Divergent,2014,PG-13PG-132h 19m,6.6/10,455K,244,ActionAdventureMystery,"In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",Neil Burger,WritersEvan Daugherty(screenplay by)Vanessa Taylor(screenplay by)Veronica Roth(based on the novel by)StarsShailene WoodleyTheo JamesKate Winslet,865,463 48
Người Nhện,Spider-Man,2002,C13C132h 1m,7.4/10,801K,248,ActionAdventureSci-Fi,"When bitten by a genetically modified spider, a nerdy, shy, and awkward high school student gains spider-like abilities that he eventually must use to fight evil as a superhero after tragedy befalls his family.",Sam Raimi,WritersStan Lee(Marvel comic book)Steve Ditko(Marvel comic book)David Koepp(screenplay)StarsTobey MaguireKirsten DunstWillem Dafoe,2.3K,326 73
Max Điên: Con Đường Tử Thần,Mad Max: Fury Road,2015,C16C162h,8.1/10,978K,250,ActionAdventureSci-Fi,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshiper, and a drifter named Max.",George Miller,WritersGeorge MillerBrendan McCarthyNick LathourisStarsTom HardyCharlize TheronNicholas Hoult,2.2K,836 90
Oldboy,Oldeuboi,2003,C18C182h,8.4/10,566K,252,ActionDramaMystery,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days.",Park Chan-wook,"WritersGaron Tsuchiya(manga)Nobuaki Minegishi(manga)Park Chan-wook(character created by: Oldboy, Vengeance Trilogy)StarsChoi Min-sikYoo Ji-taeKang Hye-jeong",1.1K,337 77
Kẻ Vô Danh,Nobody,2021,C18C181h 32m,7.4/10,232K,258,ActionCrimeDrama,"A docile family man slowly reveals his true character after his house gets burgled by two petty thieves, which, coincidentally, leads him into a bloody war with a Russian crime boss.",Ilya Naishuller,WriterDerek KolstadStarsBob OdenkirkAleksey SerebryakovConnie Nielsen,2.2K,279 64
Người Nhện: Trở Về Nhà,Spider-Man: Homecoming,2017,C13C132h 13m,7.4/10,636K,259,ActionAdventureSci-Fi,"Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.",Jon Watts,WritersJonathan Goldstein(screenplay by)John Francis Daley(screenplay by)Jon Watts(screenplay by)StarsTom HollandMichael KeatonRobert Downey Jr.,1.5K,589 73
Thế Chiến 1917,1917,2019,C16C161h 59m,8.2/10,560K,262,ActionDramaWar,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.",Sam Mendes,WritersSam MendesKrysty Wilson-CairnsStarsDean-Charles ChapmanGeorge MacKayDaniel Mays,3.3K,517 78
Quái Vật Không Gian 2,Aliens,1986,RR2h 17m,8.4/10,704K,263,ActionAdventureSci-Fi,"Fifty-seven years after surviving an apocalyptic attack aboard her space vessel by merciless space creatures, Officer Ripley awakens from hyper-sleep and tries to warn anyone who will listen about the predators.",James Cameron,WritersJames Cameron(story by)David Giler(story by)Walter Hill(story by)StarsSigourney WeaverMichael BiehnCarrie Henn,1.4K,226 84
Chiến Tranh Giữa Các Vì Sao 2: Cuộc Tấn Công Của Người Vô Tính,Star Wars: Episode II - Attack of the Clones,2002,PGPG2h 22m,6.6/10,698K,269,ActionAdventureFantasy,"Ten years after initially meeting, Anakin Skywalker shares a forbidden romance with Padmé Amidala, while Obi-Wan Kenobi investigates an assassination attempt on the senator and discovers a secret clone army crafted for the Jedi.",George Lucas,WritersGeorge Lucas(screenplay by)Jonathan Hales(screenplay by)John Ostrander(character created by: Aayla Secura)StarsHayden ChristensenNatalie PortmanEwan McGregor,3.7K,333 54
Truy Sát,Wanted,2008,RR1h 50m,6.7/10,385K,270,ActionCrimeThriller,"A frustrated office worker discovers that he is the son of a professional assassin, and that he shares his father's superhuman killing abilities.",Timur Bekmambetov,WritersMichael Brandt(screenplay)Derek Haas(screenplay)Chris Morgan(screenplay)StarsAngelina JolieJames McAvoyMorgan Freeman,843,308 64
Tội Phạm Nhân Bản,Blade Runner,1982,RR1h 57m,8.1/10,755K,272,ActionDramaSci-Fi,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator.",Ridley Scott,"WritersHampton Fancher(screenplay)David Webb Peoples(screenplay)Philip K. Dick(novel ""Do Androids Dream of Electric Sheep?"")StarsHarrison FordRutger HauerSean Young",1.7K,284 84
Lệnh Truy Nã Đỏ,Red Notice,2021,C13C131h 58m,6.3/10,263K,275,ActionComedyThriller,"An Interpol agent successfully tracks down the world's most wanted art thief, with help from a rival thief. But nothing is as it seems, as a series of double-crosses ensue.",Rawson Marshall Thurber,WriterRawson Marshall ThurberStarsDwayne JohnsonRyan ReynoldsGal Gadot,1.8K,196 37
Thế Giới Ngầm,Underworld,2003,RR2h 1m,7.0/10,268K,277,ActionFantasyThriller,"Selene, a vampire warrior, is entrenched in a conflict between vampires and werewolves, while falling in love with Michael, a human who is sought by werewolves for unknown reasons.",Len Wiseman,WritersKevin Grevioux(story)Len Wiseman(story)Danny McBride(story)StarsKate BeckinsaleScott SpeedmanShane Brolly,875,206 42
Nhiệm Vụ Bất Khả Thi,Mission: Impossible,1996,PG-13PG-131h 50m,7.1/10,420K,279,ActionAdventureThriller,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.",Brian De Palma,WritersBruce Geller(television series)David Koepp(story)Steven Zaillian(story)StarsTom CruiseJon VoightEmmanuelle Béart,511,196 59
Chiến Binh Báo Đen,Black Panther,2018,C16C162h 14m,7.3/10,732K,280,ActionAdventureSci-Fi,"T'Challa, heir to the hidden but advanced kingdom of Wakanda, must step forward to lead his people into a new future and must confront a challenger from his country's past.",Ryan Coogler,WritersRyan CooglerJoe Robert ColeStan Lee(based on the Marvel comics by)StarsChadwick BosemanMichael B. JordanLupita Nyong'o,3.4K,512 88
Rogue One: Star Wars Ngoại Truyện,Rogue One,2016,PG-13PG-132h 13m,7.8/10,615K,284,ActionAdventureSci-Fi,"In a time of conflict, a group of unlikely heroes band together on a mission to steal the plans to the Death Star, the Empire's ultimate weapon of destruction.",Gareth Edwards,WritersChris Weitz(screenplay by)Tony Gilroy(screenplay by)John Knoll(story by)StarsFelicity JonesDiego LunaAlan Tudyk,1.9K,718 65
Avengers: Biệt Đội Siêu Anh Hùng,The Avengers,2012,PP2h 23m,8.0/10,1.4M,286,ActionAdventureSci-Fi,Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.,Joss Whedon,WritersJoss Whedon(screenplay)Zak Penn(story)StarsRobert Downey Jr.Chris EvansScarlett Johansson,2K,755 69
Riêng Cho Đôi Mắt Em,For Your Eyes Only,1981,PGPG2h 7m,6.7/10,101K,290,ActionAdventureThriller,"James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.",John Glen,"WritersRichard Maibaum(screenplay by)Michael G. Wilson(screenplay by)Ian Fleming(stories ""For Your Eyes Only"" and ""Risico"")StarsRoger MooreCarole BouquetTopol",351,100 54
Chiến Tranh Giữa Các Vì Sao Tập 5: Đế Chế Phản Công,The Empire Strikes Back,1980,PGPG2h 4m,8.7/10,1.3M,293,ActionAdventureFantasy,"After the Rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued across the galaxy by Darth Vader and bounty hunter Boba Fett.",Irvin Kershner,WritersLeigh Brackett(screenplay by)Lawrence Kasdan(screenplay by)George Lucas(story by)StarsMark HamillHarrison FordCarrie Fisher,1.4K,239 82
Biệt Đội Săn Ma,Ghostbusters,1984,PGPG1h 45m,7.8/10,408K,296,ActionComedyFantasy,"Three parapsychologists forced out of their university funding set up shop as a unique ghost removal service in New York City, attracting frightened yet skeptical customers.",Ivan Reitman,WritersDan AykroydHarold RamisRick Moranis(uncredited)StarsBill MurrayDan AykroydSigourney Weaver,679,275 71
Phát Súng Cuôi Cùng,Jack Reacher,2012,C16C162h 10m,7.0/10,337K,303,ActionMysteryThriller,A homicide investigator digs deeper into a case involving a trained military sniper responsible for a mass shooting.,Christopher McQuarrie,"WritersLee Child(based on the book ""One Shot"" by)Christopher McQuarrie(written for the screen by)StarsTom CruiseRosamund PikeRichard Jenkins",622,415 50
Cướp Biển Vùng Caribê: Salazar Báo Thù,Pirates of the Caribbean: Dead Men Tell No Tales,2017,C13C132h 9m,6.5/10,304K,309,ActionAdventureFantasy,Captain Jack Sparrow is pursued by old rival Captain Salazar and a crew of deadly ghosts who have escaped from the Devil's Triangle. They're determined to kill every pirate at sea...notably Jack.,Joachim Rønning,DirectorsJoachim RønningEspen SandbergWritersJeff Nathanson(screenplay by)Terry Rossio(story by)Ted Elliott(based on characters created by)StarsJohnny DeppGeoffrey RushJavier Bardem,724,422 39
Star Wars: Jedi Cuối Cùng,Star Wars: Episode VIII - The Last Jedi,2017,C13C132h 32m,6.9/10,619K,311,ActionAdventureFantasy,"The Star Wars saga continues as new heroes and galactic legends go on an epic adventure, unlocking mysteries of the Force and shocking revelations of the past.",Rian Johnson,WritersRian JohnsonGeorge Lucas(based on characters created by)StarsDaisy RidleyJohn BoyegaMark Hamill,7K,724 84
Bộ Tứ Siêu Đẳng,Fantastic Four,2015,C13C131h 40m,4.3/10,165K,313,ActionAdventureSci-Fi,Four young outsiders teleport to an alternate and dangerous universe which alters their physical form in shocking ways. The four must learn to harness their new abilities and work together to save Earth from a former friend turned enemy.,Josh Trank,DirectorsJosh TrankStephen E. Rivkin(uncredited)WritersJeremy Slater(screenplay)Simon Kinberg(screenplay)Josh Trank(screenplay)StarsMiles TellerKate MaraMichael B. Jordan,956,419 27
Đại Úy Marvel,Captain Marvel,2019,C13C132h 3m,6.8/10,541K,314,ActionAdventureSci-Fi,Carol Danvers becomes one of the universe's most powerful heroes when Earth is caught in the middle of a galactic war between two alien races.,Anna Boden,DirectorsAnna BodenRyan FleckWritersAnna Boden(screenplay by)Ryan Fleck(screenplay by)Geneva Robertson-Dworet(screenplay by)StarsBrie LarsonSamuel L. JacksonBen Mendelsohn,7.4K,543 64
Venom: Đối Mặt Tử Thù,Venom: Let There Be Carnage,2021,C13C131h 37m,5.9/10,210K,316,ActionAdventureSci-Fi,"Eddie Brock attempts to reignite his career by interviewing serial killer Cletus Kasady, who becomes the host of the symbiote Carnage and escapes prison after a failed execution.",Andy Serkis,WritersKelly Marcel(screenplay by)Tom Hardy(story by)StarsTom HardyWoody HarrelsonMichelle Williams,1.5K,261 49
Chiến Tranh Giữa Các Vì Sao Tập 7: Thần Lực Thức Tỉnh,Star Wars: Episode VII - The Force Awakens,2015,PP2h 18m,7.8/10,916K,320,ActionAdventureSci-Fi,"As a new threat to the galaxy rises, Rey, a desert scavenger, and Finn, an ex-stormtrooper, must join Han Solo and Chewbacca to search for the one hope of restoring peace.",J.J. Abrams,WritersLawrence KasdanJ.J. AbramsMichael ArndtStarsDaisy RidleyJohn BoyegaOscar Isaac,5K,911 80
Nhiệm Vụ Bất Khả Thi: Sụp Đổ,Mission: Impossible - Fallout,2018,C16C162h 27m,7.7/10,326K,324,ActionAdventureThriller,"Ethan Hunt and his IMF team, along with some familiar allies, race against time after a mission gone wrong.",Christopher McQuarrie,WritersBruce Geller(based on the television series created by)Christopher McQuarrieStarsTom CruiseHenry CavillVing Rhames,1.7K,473 86
Ma Trận,The Matrix,1999,C16C162h 16m,8.7/10,1.9M,327,ActionSci-Fi,"When a beautiful stranger leads computer hacker Neo to a forbidding underworld, he discovers the shocking truth--the life he knows is the elaborate deception of an evil cyber-intelligence.",Lana Wachowski,DirectorsLana WachowskiLilly WachowskiWritersLilly WachowskiLana WachowskiStarsKeanu ReevesLaurence FishburneCarrie-Anne Moss,4.8K,253 73
Quá Nhanh Quá Nguy Hiểm 9: Huyền Thoại Tốc Độ,F9,2021,C16C162h 23m,5.2/10,126K,330,ActionCrimeThriller,Dom and the crew must take on an international terrorist who turns out to be Dom and Mia's estranged brother.,Justin Lin,WritersDaniel Casey(screenplay by)Justin Lin(screenplay by)Alfredo Botello(story by)StarsVin DieselMichelle RodriguezJordana Brewster,2.3K,278 58
Sát Thủ Giết Thuê,Collateral,2004,RR2h,7.5/10,394K,333,ActionCrimeDrama,A cab driver finds himself the hostage of an engaging contract killer as he makes his rounds from hit to hit during one night in Los Angeles.,Michael Mann,WriterStuart BeattieStarsTom CruiseJamie FoxxJada Pinkett Smith,995,231 71
Cuộc Chiến Tương Lai,The Tomorrow War,2021,PG-13PG-132h 18m,6.5/10,199K,334,ActionAdventureDrama,A family man is drafted to fight in a future war where the fate of humanity relies on his ability to confront the past.,Chris McKay,WriterZach DeanStarsChris PrattYvonne StrahovskiJ.K. Simmons,4K,221 45
Chúa Tể Của Những Chiếc Nhẫn: Sự Quay Trở Lại Của Nhà Vua,The Lord of the Rings: The Return of the King,2003,PG-13PG-133h 21m,9.0/10,1.8M,335,ActionAdventureDrama,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring.,Peter Jackson,"WritersJ.R.R. Tolkien(novel ""The Return of the King"")Fran Walsh(screenplay)Philippa Boyens(screenplay)StarsElijah WoodViggo MortensenIan McKellen",4K,342 94
Người Dơi Xuất Hiện,Batman Begins,2005,PG-13PG-132h 20m,8.2/10,1.4M,338,ActionCrimeDrama,"After training with his mentor, Batman begins his fight to free crime-ridden Gotham City from corruption.",Christopher Nolan,WritersBob Kane(characters)David S. Goyer(story)Christopher Nolan(screenplay)StarsChristian BaleMichael CaineKen Watanabe,3.1K,336 70
Kẻ Hủy Diệt 2: Ngày Phán Xét,Terminator 2: Judgment Day,1991,C16C162h 17m,8.6/10,1.1M,339,ActionSci-Fi,"A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten-year-old son John from a more advanced and powerful cyborg.",James Cameron,WritersJames CameronWilliam WisherStarsArnold SchwarzeneggerLinda HamiltonEdward Furlong,1.4K,306 75
Cuộc Chiến Luân Hồi,Edge of Tomorrow,2014,C13C131h 53m,7.9/10,663K,344,ActionAdventureSci-Fi,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",Doug Liman,WritersChristopher McQuarrie(screenplay by)Jez Butterworth(screenplay by)John-Henry Butterworth(screenplay by)StarsTom CruiseEmily BluntBill Paxton,1.1K,628 71
Cuộc Di Tản Dunkirk,Dunkirk,2017,C16C161h 46m,7.8/10,639K,345,ActionDramaHistory,"Allied soldiers from Belgium, the British Commonwealth and Empire, and France are surrounded by the German Army and evacuated during a fierce battle in World War II.",Christopher Nolan,WriterChristopher NolanStarsFionn WhiteheadBarry KeoghanMark Rylance,2.6K,561 94
